room_id,hotel_id,room_type,room_number,price_per_night,availability_status
2329,24,Double,128,220.05,available
2330,24,Single,129,95.53,booked
2331,24,Double,130,483.52,booked
2332,24,Double,131,146.37,available
2333,24,Double,132,412.55,booked
2334,24,Single,133,157.15,booked
2335,24,Double,134,199.85,available
2336,24,Suite,135,157.58,maintenance
2337,24,Suite,136,475.71,maintenance
2338,24,Double,137,189.07,maintenance
2339,24,Single,138,378.06,available
2340,24,Single,139,429.37,available
2341,24,Single,140,472.28,available
2342,24,Suite,141,225.01,booked
2343,24,Suite,142,205.91,booked
2344,24,Suite,143,184.39,available
2345,24,Suite,144,384.4,available
2346,24,Suite,145,349.55,available
2347,24,Suite,146,470.25,available
2348,24,Suite,147,396.98,maintenance
2349,24,Double,148,417.18,maintenance
2350,24,Single,149,172.82,maintenance
2351,24,Suite,150,375.19,available
2352,24,Double,151,178.68,available
2353,24,Single,152,181.97,available
2354,24,Double,153,104.37,booked
2355,24,Single,154,303.02,maintenance
2356,24,Suite,155,104.0,available
2357,24,Suite,156,50.45,booked
2358,24,Suite,157,343.86,maintenance
2359,24,Suite,158,234.77,available
2360,24,Suite,159,234.01,booked
2361,24,Single,160,110.52,maintenance
2362,24,Suite,161,183.04,booked
2363,24,Single,162,351.43,available
2364,24,Suite,163,418.05,available
2365,24,Double,164,473.06,available
2366,24,Suite,165,92.06,booked
2367,24,Suite,166,351.47,available
2368,24,Suite,167,179.29,maintenance
2369,24,Single,168,320.96,available
2370,24,Suite,169,456.07,maintenance
2371,24,Single,170,191.73,booked
2372,24,Single,171,327.2,booked
2373,24,Double,172,292.21,booked
2374,24,Suite,173,134.55,maintenance
2375,24,Single,174,234.76,maintenance
2376,24,Suite,175,401.0,booked
2377,24,Suite,176,101.62,booked
2378,24,Single,177,264.96,maintenance
2379,24,Double,178,232.99,booked
2380,24,Double,179,379.04,booked
2381,24,Single,180,322.7,booked
2382,24,Single,181,379.79,available
2383,24,Suite,182,476.44,maintenance
2384,24,Suite,183,460.2,available
2385,24,Suite,184,188.5,available
2386,24,Single,185,256.94,available
2387,24,Single,186,292.3,available
2388,24,Double,187,176.32,maintenance
2389,24,Suite,188,202.7,booked
2390,24,Single,189,486.19,available
2391,24,Suite,190,369.83,maintenance
2392,24,Double,191,281.08,booked
2393,24,Double,192,407.84,booked
2394,24,Single,193,494.25,available
2395,24,Suite,194,483.74,available
2396,24,Double,195,218.25,available
2397,24,Single,196,405.6,available
2398,24,Double,197,466.24,available
2399,24,Single,198,325.1,maintenance
2400,24,Single,199,369.88,booked
2401,25,Suite,100,386.28,available
2402,25,Double,101,354.3,available
2403,25,Single,102,320.67,available
2404,25,Double,103,133.58,available
2405,25,Suite,104,342.14,maintenance
2406,25,Single,105,330.52,booked
2407,25,Double,106,485.81,booked
2408,25,Single,107,407.37,booked
2409,25,Suite,108,94.19,available
2410,25,Single,109,174.58,available
2411,25,Double,110,65.56,maintenance
2412,25,Suite,111,133.95,available
2413,25,Suite,112,450.92,available
2414,25,Double,113,337.46,booked
2415,25,Single,114,238.45,maintenance
2416,25,Single,115,84.73,booked
2417,25,Single,116,82.44,maintenance
2418,25,Single,117,471.15,available
2419,25,Single,118,392.62,available
2420,25,Single,119,121.74,maintenance
2421,25,Suite,120,262.94,booked
2422,25,Suite,121,258.89,maintenance
2423,25,Suite,122,90.44,maintenance
2424,25,Double,123,192.77,maintenance
2425,25,Double,124,249.42,available
2426,25,Double,125,284.51,maintenance
2427,25,Double,126,71.33,available
2428,25,Double,127,407.11,maintenance
2429,25,Suite,128,350.91,available
2430,25,Double,129,180.59,available
2431,25,Double,130,143.68,available
2432,25,Suite,131,461.14,maintenance
2433,25,Double,132,360.93,available
2434,25,Single,133,468.77,available
2435,25,Suite,134,148.65,booked
2436,25,Suite,135,140.48,maintenance
2437,25,Single,136,55.46,maintenance
2438,25,Single,137,340.23,maintenance
2439,25,Single,138,463.78,maintenance
2440,25,Single,139,483.16,maintenance
2441,25,Suite,140,72.57,available
2442,25,Suite,141,446.2,maintenance
2443,25,Suite,142,348.04,maintenance
2444,25,Suite,143,449.53,maintenance
2445,25,Single,144,430.48,booked
2446,25,Single,145,431.32,maintenance
2447,25,Suite,146,322.37,available
2448,25,Single,147,439.18,available
2449,25,Double,148,245.0,maintenance
2450,25,Single,149,498.1,available
2451,25,Double,150,226.68,maintenance
2452,25,Suite,151,122.22,available
2453,25,Suite,152,154.01,available
2454,25,Double,153,393.34,booked
2455,25,Single,154,497.54,available
2456,25,Double,155,97.18,maintenance
2457,25,Single,156,231.66,maintenance
2458,25,Double,157,255.67,maintenance
2459,25,Double,158,430.79,available
2460,25,Single,159,257.36,booked
2461,25,Single,160,309.77,available
2462,25,Double,161,279.27,maintenance
2463,25,Double,162,128.86,available
2464,25,Double,163,334.19,available
2465,25,Double,164,184.08,booked
2466,25,Double,165,323.89,booked
2467,25,Double,166,103.73,booked
2468,25,Double,167,494.23,available
2469,25,Double,168,364.25,available
2470,25,Suite,169,233.68,available
2471,25,Single,170,278.76,maintenance
2472,25,Suite,171,453.65,available
2473,25,Double,172,189.69,maintenance
2474,25,Suite,173,396.42,booked
2475,25,Suite,174,441.41,available
2476,25,Double,175,308.27,available
2477,25,Suite,176,425.08,maintenance
2478,25,Double,177,106.33,booked
2479,25,Single,178,466.43,booked
2480,25,Double,179,371.22,available
2481,25,Single,180,417.59,available
2482,25,Suite,181,377.45,booked
2483,25,Double,182,255.31,available
2484,25,Suite,183,204.66,maintenance
2485,25,Double,184,206.67,booked
2486,25,Single,185,385.52,booked
2487,25,Suite,186,119.67,maintenance
2488,25,Single,187,435.63,available
2489,25,Double,188,260.12,available
2490,25,Suite,189,379.39,maintenance
2491,25,Suite,190,263.77,maintenance
2492,25,Suite,191,483.42,booked
2493,25,Suite,192,388.89,booked
2494,25,Suite,193,169.45,booked
2495,25,Double,194,327.14,available
2496,25,Suite,195,257.8,maintenance
2497,25,Suite,196,74.24,maintenance
2498,25,Single,197,292.13,available
2499,25,Single,198,104.45,booked
2500,25,Double,199,482.46,available
2501,26,Single,100,176.49,available
2502,26,Single,101,136.59,booked
2503,26,Suite,102,276.34,booked
2504,26,Suite,103,137.6,booked
2505,26,Suite,104,223.26,maintenance
2506,26,Double,105,269.9,booked
2507,26,Single,106,464.35,booked
2508,26,Single,107,199.48,available
2509,26,Single,108,211.45,booked
2510,26,Double,109,261.36,maintenance
2511,26,Suite,110,301.98,maintenance
2512,26,Single,111,261.12,available
2513,26,Double,112,175.59,maintenance
2514,26,Single,113,458.79,maintenance
2515,26,Suite,114,315.3,maintenance
2516,26,Suite,115,340.27,booked
2517,26,Suite,116,416.69,available
2518,26,Single,117,449.71,maintenance
2519,26,Suite,118,193.8,available
2520,26,Double,119,119.51,booked
2521,26,Single,120,317.02,maintenance
2522,26,Suite,121,153.96,available
2523,26,Double,122,354.37,maintenance
2524,26,Suite,123,149.41,available
2525,26,Single,124,109.69,available
2526,26,Double,125,168.59,available
2527,26,Suite,126,324.13,available
2528,26,Double,127,479.03,maintenance
2529,26,Suite,128,285.4,maintenance
2530,26,Double,129,259.69,available
2531,26,Suite,130,118.44,booked
2532,26,Suite,131,213.56,maintenance
2533,26,Single,132,140.28,maintenance
2534,26,Double,133,66.38,maintenance
2535,26,Suite,134,114.12,maintenance
2536,26,Suite,135,277.71,booked
2537,26,Single,136,352.36,maintenance
2538,26,Single,137,96.87,booked
2539,26,Suite,138,96.12,maintenance
2540,26,Double,139,482.05,maintenance
2541,26,Double,140,138.76,booked
2542,26,Suite,141,455.32,booked
2543,26,Suite,142,496.19,maintenance
2544,26,Single,143,121.84,maintenance
2545,26,Double,144,425.28,booked
2546,26,Double,145,307.17,available
2547,26,Suite,146,171.35,booked
2548,26,Double,147,469.76,booked
2549,26,Suite,148,488.87,maintenance
2550,26,Double,149,178.55,maintenance
2551,26,Double,150,268.43,booked
2552,26,Double,151,56.72,booked
2553,26,Single,152,246.76,available
2554,26,Double,153,412.87,booked
2555,26,Double,154,293.48,booked
2556,26,Suite,155,51.43,maintenance
2557,26,Single,156,192.02,booked
2558,26,Double,157,70.59,available
2559,26,Suite,158,316.16,maintenance
2560,26,Suite,159,385.46,available
2561,26,Single,160,362.1,booked
2562,26,Single,161,57.0,booked
2563,26,Single,162,497.26,maintenance
2564,26,Suite,163,55.46,maintenance
2565,26,Double,164,331.52,available
2566,26,Single,165,150.23,maintenance
2567,26,Double,166,262.01,maintenance
2568,26,Suite,167,421.14,maintenance
2569,26,Single,168,498.27,maintenance
2570,26,Single,169,357.75,booked
2571,26,Double,170,166.16,booked
2572,26,Suite,171,267.92,booked
2573,26,Single,172,171.1,booked
2574,26,Single,173,228.35,booked
2575,26,Suite,174,228.44,available
2576,26,Suite,175,59.33,maintenance
2577,26,Single,176,371.57,available
2578,26,Suite,177,266.28,booked
2579,26,Double,178,337.78,maintenance
2580,26,Suite,179,391.94,maintenance
2581,26,Suite,180,360.98,available
2582,26,Double,181,318.39,booked
2583,26,Double,182,64.16,maintenance
2584,26,Double,183,186.97,maintenance
2585,26,Suite,184,346.8,available
2586,26,Double,185,91.11,maintenance
2587,26,Single,186,131.9,booked
2588,26,Double,187,337.45,booked
2589,26,Suite,188,265.23,maintenance
2590,26,Suite,189,228.36,available
2591,26,Double,190,392.67,booked
2592,26,Single,191,307.59,maintenance
2593,26,Double,192,321.39,available
2594,26,Double,193,434.0,available
2595,26,Suite,194,483.24,booked
2596,26,Suite,195,480.93,available
2597,26,Suite,196,184.38,available
2598,26,Suite,197,253.45,booked
2599,26,Single,198,405.36,booked
2600,26,Single,199,84.6,maintenance
2601,27,Double,100,432.52,available
2602,27,Double,101,273.4,maintenance
2603,27,Single,102,191.81,booked
2604,27,Suite,103,53.18,booked
2605,27,Single,104,243.92,maintenance
2606,27,Suite,105,483.49,maintenance
2607,27,Suite,106,338.03,booked
2608,27,Suite,107,228.88,available
2609,27,Single,108,148.21,booked
2610,27,Single,109,60.31,booked
2611,27,Single,110,84.84,booked
2612,27,Suite,111,236.84,available
2613,27,Suite,112,448.05,maintenance
2614,27,Suite,113,154.44,available
2615,27,Double,114,353.27,available
2616,27,Single,115,184.86,booked
2617,27,Single,116,222.6,maintenance
2618,27,Single,117,439.38,maintenance
2619,27,Double,118,467.17,maintenance
2620,27,Suite,119,310.3,maintenance
2621,27,Suite,120,233.09,maintenance
2622,27,Suite,121,106.22,available
2623,27,Single,122,249.23,booked
2624,27,Single,123,147.78,available
2625,27,Double,124,89.66,available
2626,27,Suite,125,319.88,maintenance
2627,27,Suite,126,186.21,booked
2628,27,Suite,127,103.6,booked
2629,27,Double,128,460.31,available
2630,27,Double,129,116.74,available
2631,27,Single,130,324.76,maintenance
2632,27,Suite,131,447.05,available
2633,27,Suite,132,53.64,available
2634,27,Suite,133,275.85,maintenance
2635,27,Single,134,348.36,booked
2636,27,Double,135,279.54,booked
2637,27,Double,136,149.46,maintenance
2638,27,Suite,137,243.06,available
2639,27,Single,138,414.31,available
2640,27,Single,139,128.82,available
2641,27,Single,140,324.86,maintenance
2642,27,Suite,141,54.11,available
2643,27,Double,142,207.03,available
2644,27,Double,143,63.99,available
2645,27,Single,144,335.75,available
2646,27,Double,145,154.46,available
2647,27,Single,146,303.31,maintenance
2648,27,Double,147,386.06,maintenance
2649,27,Double,148,330.39,booked
2650,27,Suite,149,102.28,maintenance
2651,27,Single,150,171.99,maintenance
2652,27,Single,151,480.87,available
2653,27,Double,152,85.19,maintenance
2654,27,Double,153,295.61,booked
2655,27,Single,154,359.03,available
2656,27,Single,155,337.22,booked
2657,27,Double,156,324.01,available
2658,27,Double,157,277.91,available
2659,27,Single,158,333.0,available
2660,27,Suite,159,315.66,maintenance
2661,27,Single,160,291.78,maintenance
2662,27,Suite,161,191.31,booked
2663,27,Suite,162,248.22,booked
2664,27,Double,163,162.28,maintenance
2665,27,Single,164,322.71,booked
2666,27,Suite,165,159.54,maintenance
2667,27,Suite,166,320.46,booked
2668,27,Double,167,185.4,booked
2669,27,Suite,168,323.53,maintenance
2670,27,Double,169,127.67,available
2671,27,Double,170,285.15,available
2672,27,Single,171,408.74,maintenance
2673,27,Double,172,304.84,maintenance
2674,27,Double,173,451.93,maintenance
2675,27,Double,174,391.97,booked
2676,27,Double,175,332.08,maintenance
2677,27,Suite,176,371.88,available
2678,27,Suite,177,377.1,booked
2679,27,Double,178,348.55,available
2680,27,Double,179,122.15,available
2681,27,Single,180,400.56,booked
2682,27,Single,181,179.69,available
2683,27,Suite,182,189.02,available
2684,27,Double,183,454.51,maintenance
2685,27,Suite,184,399.44,booked
2686,27,Single,185,326.62,booked
2687,27,Suite,186,228.61,available
2688,27,Double,187,299.76,booked
2689,27,Suite,188,128.62,maintenance
2690,27,Double,189,130.72,available
2691,27,Double,190,114.2,maintenance
2692,27,Double,191,243.25,maintenance
2693,27,Single,192,452.66,maintenance
2694,27,Single,193,228.54,available
2695,27,Suite,194,371.41,maintenance
2696,27,Double,195,136.23,booked
2697,27,Double,196,69.66,booked
2698,27,Single,197,340.77,booked
2699,27,Suite,198,430.17,available
2700,27,Single,199,350.51,booked
2701,28,Single,100,182.99,maintenance
2702,28,Suite,101,333.94,maintenance
2703,28,Single,102,299.38,available
2704,28,Single,103,396.14,maintenance
2705,28,Double,104,441.19,available
2706,28,Single,105,402.07,available
2707,28,Single,106,273.67,booked
2708,28,Suite,107,394.5,maintenance
2709,28,Single,108,497.88,booked
2710,28,Double,109,246.12,available
2711,28,Single,110,260.26,booked
2712,28,Suite,111,440.59,maintenance
2713,28,Suite,112,329.06,maintenance
2714,28,Suite,113,261.9,maintenance
2715,28,Double,114,469.22,booked
2716,28,Suite,115,366.96,available
2717,28,Single,116,487.49,maintenance
2718,28,Single,117,225.64,maintenance
2719,28,Single,118,271.3,maintenance
2720,28,Single,119,455.45,booked
2721,28,Suite,120,434.52,booked
2722,28,Suite,121,349.07,booked
2723,28,Suite,122,428.16,available
2724,28,Double,123,485.72,maintenance
2725,28,Suite,124,483.67,maintenance
2726,28,Suite,125,229.61,booked
2727,28,Double,126,459.0,maintenance
2728,28,Suite,127,338.45,booked
2729,28,Single,128,301.57,available
2730,28,Suite,129,477.3,maintenance
2731,28,Suite,130,53.06,available
2732,28,Double,131,416.63,maintenance
2733,28,Suite,132,496.26,available
2734,28,Double,133,385.63,available
2735,28,Single,134,245.8,booked
2736,28,Double,135,431.47,maintenance
2737,28,Double,136,350.75,booked
2738,28,Suite,137,93.43,maintenance
2739,28,Double,138,190.82,booked
2740,28,Suite,139,102.38,booked
2741,28,Single,140,490.74,available
2742,28,Double,141,486.45,available
2743,28,Single,142,106.16,maintenance
2744,28,Double,143,175.19,maintenance
2745,28,Double,144,198.66,maintenance
2746,28,Double,145,204.44,booked
2747,28,Suite,146,268.69,maintenance
2748,28,Suite,147,410.27,maintenance
2749,28,Single,148,145.98,maintenance
2750,28,Double,149,77.59,booked
2751,28,Suite,150,199.48,maintenance
2752,28,Double,151,140.14,available
2753,28,Double,152,250.75,booked
2754,28,Double,153,323.61,maintenance
2755,28,Double,154,354.39,available
2756,28,Suite,155,359.49,booked
2757,28,Suite,156,195.08,available
2758,28,Suite,157,52.63,maintenance
2759,28,Single,158,473.85,booked
2760,28,Single,159,97.62,booked
2761,28,Single,160,154.6,maintenance
2762,28,Suite,161,58.34,available
2763,28,Double,162,64.0,available
2764,28,Double,163,98.64,available
2765,28,Suite,164,84.48,booked
2766,28,Double,165,91.95,booked
2767,28,Double,166,349.17,booked
2768,28,Suite,167,434.04,booked
2769,28,Single,168,233.02,available
2770,28,Double,169,174.27,available
2771,28,Double,170,189.48,booked
2772,28,Double,171,383.21,maintenance
2773,28,Double,172,429.75,booked
2774,28,Suite,173,339.07,available
2775,28,Single,174,436.46,booked
2776,28,Suite,175,97.69,maintenance
2777,28,Single,176,408.12,available
2778,28,Single,177,190.94,booked
2779,28,Suite,178,88.38,booked
2780,28,Suite,179,75.46,maintenance
2781,28,Double,180,347.46,booked
2782,28,Double,181,324.92,booked
2783,28,Double,182,390.9,available
2784,28,Single,183,386.6,booked
2785,28,Single,184,170.47,booked
2786,28,Single,185,441.76,maintenance
2787,28,Double,186,262.98,available
2788,28,Single,187,238.19,available
2789,28,Double,188,430.63,booked
2790,28,Suite,189,242.3,maintenance
2791,28,Single,190,219.96,booked
2792,28,Single,191,62.56,available
2793,28,Suite,192,160.62,maintenance
2794,28,Double,193,363.38,available
2795,28,Double,194,408.61,booked
2796,28,Suite,195,125.07,maintenance
2797,28,Single,196,299.43,booked
2798,28,Suite,197,71.38,available
2799,28,Double,198,338.75,available
2800,28,Double,199,496.73,available
2801,29,Suite,100,487.3,booked
2802,29,Double,101,259.42,booked
2803,29,Single,102,144.59,booked
2804,29,Double,103,436.13,available
2805,29,Suite,104,498.72,maintenance
2806,29,Double,105,312.89,available
2807,29,Suite,106,327.64,maintenance
2808,29,Double,107,62.43,booked
2809,29,Suite,108,60.51,available
2810,29,Double,109,193.97,booked
2811,29,Double,110,454.24,maintenance
2812,29,Single,111,123.63,booked
2813,29,Double,112,301.0,available
2814,29,Double,113,193.14,maintenance
2815,29,Double,114,99.61,maintenance
2816,29,Double,115,61.92,maintenance
2817,29,Double,116,304.2,available
2818,29,Suite,117,319.17,available
2819,29,Suite,118,326.21,booked
2820,29,Suite,119,267.2,maintenance
2821,29,Suite,120,142.42,booked
2822,29,Suite,121,204.88,maintenance
2823,29,Double,122,136.79,booked
2824,29,Suite,123,282.0,maintenance
2825,29,Double,124,209.91,booked
2826,29,Single,125,396.56,maintenance
2827,29,Double,126,177.7,available
2828,29,Double,127,330.22,booked
2829,29,Double,128,351.05,maintenance
2830,29,Suite,129,455.95,maintenance
2831,29,Double,130,485.79,maintenance
2832,29,Double,131,379.16,available
2833,29,Single,132,217.17,booked
2834,29,Suite,133,220.64,booked
2835,29,Single,134,273.21,available
2836,29,Suite,135,239.19,booked
2837,29,Double,136,174.4,booked
2838,29,Single,137,132.84,booked
2839,29,Single,138,486.25,available
2840,29,Double,139,256.52,booked
2841,29,Double,140,161.28,maintenance
2842,29,Double,141,476.14,maintenance
2843,29,Double,142,187.82,maintenance
2844,29,Suite,143,450.89,available
2845,29,Single,144,315.59,maintenance
2846,29,Suite,145,80.77,available
2847,29,Single,146,197.25,maintenance
2848,29,Suite,147,472.63,booked
2849,29,Double,148,464.15,maintenance
2850,29,Suite,149,451.66,maintenance
2851,29,Suite,150,364.63,booked
2852,29,Single,151,196.57,available
2853,29,Suite,152,187.52,booked
2854,29,Suite,153,207.65,available
2855,29,Double,154,309.96,booked
2856,29,Suite,155,414.12,available
2857,29,Suite,156,373.03,maintenance
2858,29,Double,157,443.03,maintenance
2859,29,Double,158,144.58,available
2860,29,Double,159,93.83,available
2861,29,Suite,160,427.69,maintenance
2862,29,Double,161,356.52,maintenance
2863,29,Single,162,79.91,booked
2864,29,Double,163,250.47,maintenance
2865,29,Suite,164,398.18,maintenance
2866,29,Single,165,486.83,available
2867,29,Suite,166,181.23,maintenance
2868,29,Suite,167,399.83,maintenance
2869,29,Suite,168,311.03,maintenance
2870,29,Double,169,55.07,maintenance
2871,29,Double,170,409.32,maintenance
2872,29,Suite,171,392.66,booked
2873,29,Single,172,264.24,booked
2874,29,Double,173,106.08,booked
2875,29,Suite,174,489.28,booked
2876,29,Single,175,192.96,booked
2877,29,Suite,176,169.86,booked
2878,29,Suite,177,55.81,maintenance
2879,29,Single,178,273.62,maintenance
2880,29,Suite,179,324.58,maintenance
2881,29,Single,180,469.06,maintenance
2882,29,Double,181,207.97,available
2883,29,Single,182,469.41,booked
2884,29,Suite,183,170.46,booked
2885,29,Double,184,95.0,maintenance
2886,29,Single,185,416.22,booked
2887,29,Single,186,270.47,available
2888,29,Double,187,201.54,maintenance
2889,29,Suite,188,107.71,available
2890,29,Suite,189,311.77,available
2891,29,Double,190,96.9,booked
2892,29,Single,191,86.34,maintenance
2893,29,Double,192,222.67,booked
2894,29,Suite,193,440.89,available
2895,29,Double,194,63.31,available
2896,29,Double,195,389.29,maintenance
2897,29,Single,196,449.78,available
2898,29,Single,197,380.16,maintenance
2899,29,Single,198,438.44,booked
2900,29,Double,199,220.57,available
2901,30,Suite,100,266.74,booked
2902,30,Single,101,477.06,maintenance
2903,30,Double,102,122.71,maintenance
2904,30,Double,103,298.75,available
2905,30,Single,104,109.57,available
2906,30,Single,105,302.69,maintenance
2907,30,Suite,106,281.49,available
2908,30,Single,107,383.3,booked
2909,30,Double,108,338.63,available
2910,30,Double,109,416.62,available
2911,30,Double,110,169.02,maintenance
2912,30,Suite,111,381.77,available
2913,30,Suite,112,457.4,available
2914,30,Single,113,430.98,booked
2915,30,Double,114,159.0,available
2916,30,Single,115,51.19,booked
2917,30,Single,116,397.84,maintenance
2918,30,Suite,117,236.79,booked
2919,30,Single,118,97.92,booked
2920,30,Suite,119,472.96,maintenance
2921,30,Suite,120,174.25,available
2922,30,Single,121,187.7,maintenance
2923,30,Suite,122,219.58,available
2924,30,Suite,123,388.98,booked
2925,30,Suite,124,229.6,booked
2926,30,Suite,125,307.6,booked
2927,30,Single,126,319.07,maintenance
2928,30,Double,127,254.92,available
2929,30,Double,128,446.34,maintenance
2930,30,Double,129,195.83,booked
2931,30,Suite,130,429.65,booked
2932,30,Single,131,79.19,maintenance
2933,30,Double,132,202.33,maintenance
2934,30,Double,133,476.98,available
2935,30,Single,134,142.6,available
2936,30,Single,135,106.84,maintenance
2937,30,Suite,136,480.26,booked
2938,30,Suite,137,226.29,available
2939,30,Single,138,306.48,maintenance
2940,30,Double,139,371.75,available
2941,30,Single,140,438.9,available
2942,30,Double,141,422.86,booked
2943,30,Single,142,210.56,available
2944,30,Single,143,189.74,available
2945,30,Single,144,261.64,maintenance
2946,30,Suite,145,410.33,available
2947,30,Single,146,176.97,booked
2948,30,Double,147,120.13,available
2949,30,Suite,148,235.65,maintenance
2950,30,Double,149,305.81,maintenance
2951,30,Single,150,277.56,available
2952,30,Single,151,301.83,available
2953,30,Single,152,69.14,available
2954,30,Single,153,217.24,booked
2955,30,Double,154,174.14,maintenance
2956,30,Suite,155,429.78,booked
2957,30,Single,156,73.87,maintenance
2958,30,Double,157,152.68,available
2959,30,Suite,158,381.58,maintenance
2960,30,Double,159,231.39,booked
2961,30,Double,160,459.83,maintenance
2962,30,Double,161,130.75,booked
2963,30,Double,162,333.93,available
2964,30,Double,163,215.7,available
2965,30,Suite,164,450.94,booked
2966,30,Single,165,160.05,maintenance
2967,30,Single,166,330.28,available
2968,30,Suite,167,99.84,available
2969,30,Double,168,96.84,maintenance
2970,30,Suite,169,178.81,available
2971,30,Suite,170,344.42,available
2972,30,Suite,171,474.54,maintenance
2973,30,Suite,172,397.16,maintenance
2974,30,Double,173,124.2,maintenance
2975,30,Double,174,477.16,maintenance
2976,30,Single,175,247.57,booked
2977,30,Suite,176,232.08,booked
2978,30,Single,177,448.58,booked
2979,30,Double,178,462.24,booked
2980,30,Single,179,365.56,booked
2981,30,Single,180,281.28,booked
2982,30,Suite,181,390.33,booked
2983,30,Suite,182,473.41,available
2984,30,Single,183,66.0,available
2985,30,Suite,184,425.15,booked
2986,30,Double,185,478.56,booked
2987,30,Double,186,343.26,booked
2988,30,Double,187,312.32,booked
2989,30,Double,188,466.17,booked
2990,30,Double,189,366.64,booked
2991,30,Double,190,478.34,maintenance
2992,30,Single,191,170.44,booked
2993,30,Single,192,164.51,maintenance
2994,30,Single,193,457.14,booked
2995,30,Double,194,192.06,booked
2996,30,Single,195,476.06,booked
2997,30,Single,196,164.35,maintenance
2998,30,Suite,197,166.68,available
2999,30,Suite,198,283.05,available
3000,30,Suite,199,375.43,booked
3001,31,Suite,100,105.42,booked
3002,31,Suite,101,311.42,booked
3003,31,Suite,102,406.76,available
3004,31,Double,103,120.53,available
3005,31,Double,104,229.09,maintenance
3006,31,Double,105,157.33,maintenance
3007,31,Suite,106,73.76,maintenance
3008,31,Double,107,344.35,available
3009,31,Double,108,190.56,booked
3010,31,Single,109,325.43,booked
3011,31,Double,110,174.3,available
3012,31,Double,111,204.56,maintenance
3013,31,Single,112,441.64,available
3014,31,Suite,113,318.7,booked
3015,31,Suite,114,466.73,available
3016,31,Single,115,178.21,booked
3017,31,Double,116,414.21,maintenance
3018,31,Suite,117,69.38,maintenance
3019,31,Suite,118,103.27,available
3020,31,Double,119,324.62,booked
3021,31,Single,120,339.2,maintenance
3022,31,Suite,121,54.08,booked
3023,31,Single,122,354.43,maintenance
3024,31,Double,123,53.88,booked
3025,31,Double,124,72.11,available
3026,31,Double,125,395.61,available
3027,31,Single,126,465.42,available
3028,31,Suite,127,118.1,maintenance
3029,31,Single,128,344.47,maintenance
3030,31,Double,129,435.15,maintenance
3031,31,Double,130,89.2,maintenance
3032,31,Suite,131,298.2,maintenance
3033,31,Suite,132,466.4,available
3034,31,Suite,133,177.34,booked
3035,31,Double,134,343.78,maintenance
3036,31,Double,135,276.28,maintenance
3037,31,Single,136,376.51,booked
3038,31,Single,137,378.1,available
3039,31,Double,138,333.13,booked
3040,31,Double,139,381.54,booked
3041,31,Suite,140,143.44,available
3042,31,Suite,141,269.26,booked
3043,31,Suite,142,484.5,available
3044,31,Double,143,158.9,maintenance
3045,31,Suite,144,412.08,booked
3046,31,Single,145,382.45,maintenance
3047,31,Double,146,127.85,booked
3048,31,Suite,147,293.91,maintenance
3049,31,Double,148,344.9,maintenance
3050,31,Double,149,290.09,maintenance
3051,31,Suite,150,479.0,booked
3052,31,Double,151,268.96,available
3053,31,Single,152,210.71,booked
3054,31,Suite,153,314.1,available
3055,31,Double,154,157.97,booked
3056,31,Suite,155,304.73,booked
3057,31,Suite,156,278.05,booked
3058,31,Single,157,112.35,booked
3059,31,Suite,158,360.02,booked
3060,31,Suite,159,465.0,maintenance
3061,31,Suite,160,463.75,available
3062,31,Double,161,178.58,booked
3063,31,Single,162,147.38,available
3064,31,Double,163,286.49,maintenance
3065,31,Suite,164,281.01,available
3066,31,Suite,165,176.01,available
3067,31,Single,166,122.89,available
3068,31,Suite,167,411.55,booked
3069,31,Single,168,468.28,maintenance
3070,31,Suite,169,429.79,booked
3071,31,Double,170,451.75,maintenance
3072,31,Single,171,470.57,maintenance
3073,31,Double,172,241.57,booked
3074,31,Single,173,448.91,maintenance
3075,31,Single,174,321.27,available
3076,31,Single,175,433.04,booked
3077,31,Double,176,196.55,available
3078,31,Single,177,162.99,available
3079,31,Suite,178,284.28,available
3080,31,Single,179,270.4,available
3081,31,Single,180,336.99,booked
3082,31,Single,181,379.01,available
3083,31,Suite,182,309.5,available
3084,31,Suite,183,201.07,maintenance
3085,31,Double,184,153.35,maintenance
3086,31,Double,185,160.15,maintenance
3087,31,Double,186,234.91,booked
3088,31,Single,187,269.94,maintenance
3089,31,Suite,188,463.41,booked
3090,31,Double,189,122.79,booked
3091,31,Suite,190,400.03,maintenance
3092,31,Double,191,180.23,maintenance
3093,31,Suite,192,409.98,maintenance
3094,31,Single,193,377.03,available
3095,31,Double,194,56.54,available
3096,31,Suite,195,414.91,maintenance
3097,31,Suite,196,299.82,available
3098,31,Double,197,447.61,available
3099,31,Suite,198,104.87,booked
3100,31,Double,199,111.84,maintenance
3101,32,Single,100,112.72,maintenance
3102,32,Double,101,317.54,available
3103,32,Double,102,294.34,booked
3104,32,Double,103,414.12,booked
3105,32,Suite,104,66.74,available
3106,32,Suite,105,327.58,available
3107,32,Single,106,269.13,maintenance
3108,32,Suite,107,203.51,available
3109,32,Suite,108,277.28,maintenance
3110,32,Suite,109,67.0,booked
3111,32,Suite,110,272.37,available
3112,32,Single,111,160.92,available
3113,32,Double,112,451.33,available
3114,32,Single,113,61.09,maintenance
3115,32,Suite,114,481.68,available
3116,32,Single,115,283.81,booked
3117,32,Double,116,184.79,booked
